language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Korean,M,epr,epr_kor,8,8,pan,casual,6.263,124.7,125.4,13.9,85.4,155.8,70.4,83.43,83.64,1.97,-2.56,7.67,10.23,69.7,66.1,35,0.01798,0.00574,0.01001,0.001,0.12657,0.15115,0.04065,-3.02,-13.4,-18.2,11.4,0.1567,0.01798,0.00574,0.12657,0.04065
Korean,M,epr,epr_kor,8,9,con,polite,6.96,123,120.4,20.9,86.1,170.3,84.2,83.06,82.95,2.94,-2.59,9.17,11.76,72.2,66.1,38.6,0.02024,0.00677,0.01164,0.0017,0.13034,0.18009,0.04238,-1.08,-15.7,-19.4,11.9,0.1647,0.02024,0.00677,0.13034,0.04238
Korean,M,epr,epr_kor,8,9,pan,casual,5.968,130.7,129.5,19.4,91,175.2,84.3,84.16,84.2,2.6,-1.64,9.7,11.35,72.3,66.2,39.9,0.01989,0.00642,0.01151,0.0016,0.11981,0.18708,0.03655,-1.1,-14.6,-21.3,12,0.1608,0.01989,0.00642,0.11981,0.03655
Japanese,M,epr,epr_jpn,10,10,cas,casual,5.742,138,137.5,19.1,103.9,205.3,101.4,85.14,85.24,2.32,0.67,12.46,11.79,68.8,64.1,39.7,0.02034,0.00681,0.01117,0.0017,0.14807,0.11723,0.06178,0.36,-17.9,-25.3,11.7,0.1995,0.02034,0.00681,0.14807,0.06178
Japanese,M,epr,epr_jpn,10,10,pol,polite,6.824,132.3,131.4,13.1,108.5,168.6,60.1,84.49,84.45,1.67,1.41,9.04,7.63,66.8,58.9,39,0.01781,0.00526,0.00899,0.0007,0.09972,0.09267,0.03332,3.91,-20.7,-25.1,13.2,0.1396,0.01781,0.00526,0.09972,0.03332
Japanese,M,epr,epr_jpn,10,1,cas,casual,5.54,120.6,120.4,13.1,100.3,156.2,55.8,82.87,82.94,1.84,0.06,7.71,7.64,66.7,62.4,32.8,0.01616,0.00574,0.00755,0.0013,0.12289,0.10384,0.04197,1.48,-18.3,-25.4,11.8,0.1704,0.01616,0.00574,0.12289,0.04197
Japanese,M,epr,epr_jpn,10,1,pol,polite,6.618,126.2,124.8,12.4,100.5,164.9,64.4,83.68,83.56,1.69,0.12,8.66,8.54,67.1,63.6,34.8,0.01669,0.00609,0.01038,0.0008,0.10286,0.10509,0.03914,2.07,-16.5,-24.4,11.8,0.1733,0.01669,0.00609,0.10286,0.03914
Japanese,M,epr,epr_jpn,10,2,cas,casual,6.058,135.3,134.5,10.4,107.4,179.3,71.8,84.91,84.86,1.32,1.24,10.1,8.86,66.8,61,39.8,0.01326,0.0045,0.00753,0.0021,0.12286,0.06621,0.04322,0.73,-18.9,-26,12.4,0.1926,0.01326,0.0045,0.12286,0.04322
Japanese,M,epr,epr_jpn,10,2,pol,polite,6.583,136.4,134.9,9.8,113.4,169.8,56.4,85.06,84.91,1.24,2.17,9.16,6.99,66.7,60.5,39,0.01896,0.00684,0.01204,0.0013,0.12348,0.13926,0.0398,5.01,-21.8,-21.3,12.3,0.2035,0.01896,0.00684,0.12348,0.0398
Japanese,M,epr,epr_jpn,10,3,cas,casual,6.097,131.2,129.5,14.2,106.6,160.3,53.7,84.32,84.2,1.88,1.14,8.16,7.02,60.1,56.8,26.7,0.01996,0.00892,0.01091,0.001,0.14348,0.12539,0.07006,-1.27,-18.8,-23.5,9.3,0.2503,0.01996,0.00892,0.14348,0.07006
Japanese,M,epr,epr_jpn,10,3,pol,polite,6.542,122,119.9,11.1,104.5,165.9,61.4,83.1,82.87,1.5,0.77,8.7,7.92,59,56.3,22.2,0.01887,0.00809,0.01071,0.0013,0.13251,0.17288,0.05559,0.98,-18.7,-22.9,10.2,0.2378,0.01887,0.00809,0.13126,0.0546
Japanese,M,epr,epr_jpn,10,4,cas,casual,8.567,126.2,123.2,13.9,101.9,157.5,55.6,83.65,83.34,1.89,0.33,7.86,7.53,62.7,58.2,33.7,0.01767,0.00635,0.00923,0.0012,0.1172,0.11149,0.04301,-1.92,-19.8,-25.5,12.4,0.174,0.01767,0.00635,0.11718,0.04301
Japanese,M,epr,epr_jpn,10,4,pol,polite,9.155,123.7,122.1,12.5,100,162.1,62.2,83.32,83.18,1.72,0,8.35,8.35,61.6,54.9,32.1,0.02104,0.00757,0.01247,0.001,0.13518,0.1301,0.04544,-0.68,-17.5,-24.1,10.7,0.2214,0.02104,0.00757,0.13533,0.04544
Japanese,M,epr,epr_jpn,10,5,cas,casual,7.016,132.9,129.1,14.7,97.2,165.4,68.2,84.55,84.15,1.93,-0.49,8.71,9.2,66.9,64,36.1,0.02042,0.00776,0.01124,0.0015,0.11142,0.12202,0.0437,3.19,-18.9,-24.1,12.1,0.1897,0.02042,0.00776,0.11096,0.04357
Japanese,M,epr,epr_jpn,10,5,pol,polite,7.288,138.4,136,16.1,105.9,185.8,79.8,85.24,85.05,2,1.02,10.72,9.7,68.7,65.8,35.1,0.0167,0.00513,0.00892,0.0016,0.10998,0.13278,0.03826,2.77,-20.5,-24.1,12.9,0.1593,0.0167,0.00513,0.10998,0.03826
Japanese,M,epr,epr_jpn,10,6,cas,casual,6.541,136.5,128.1,19.6,110.6,175.6,65,84.94,84.01,2.43,1.75,9.72,7.98,68.4,62.2,37.4,0.01624,0.00451,0.00671,0.002,0.12468,0.08834,0.04063,-0.06,-18.5,-25.4,11.9,0.1796,0.01624,0.00451,0.12468,0.04063
Japanese,M,epr,epr_jpn,10,6,pol,polite,7.456,133.9,129.3,12.1,113.2,176.1,62.9,84.72,84.18,1.51,2.16,9.79,7.63,66.3,62.4,36.1,0.01611,0.00534,0.00941,0.0009,0.10219,0.10565,0.03705,1.88,-19.6,-24.3,13.3,0.1463,0.01611,0.00534,0.10219,0.03705
Japanese,M,epr,epr_jpn,10,7,cas,casual,5.62,131.6,130.1,13.9,103.4,183.6,80.2,84.39,84.29,1.73,0.59,10.52,9.93,67.2,64,34.2,0.01558,0.00547,0.00933,0.0011,0.11778,0.10617,0.04563,2.71,-21.1,-26.1,12.7,0.1755,0.01558,0.00547,0.11778,0.04563
Japanese,M,epr,epr_jpn,10,7,pol,polite,7.041,135.2,134.5,12.8,102.7,174.3,71.6,84.86,84.86,1.65,0.47,9.62,9.15,68.2,64.9,30.9,0.01366,0.00379,0.00751,0.0007,0.09666,0.12298,0.03428,2.44,-21,-24.4,13.4,0.1313,0.01366,0.00379,0.09666,0.03428
Japanese,M,epr,epr_jpn,10,8,cas,casual,7.799,124.7,123.5,12.4,99.8,159.4,59.6,83.47,83.39,1.7,-0.03,8.07,8.1,68,62.4,36.5,0.01849,0.00624,0.0106,0.0008,0.14035,0.15006,0.04761,0.6,-17.8,-25.8,10.7,0.2013,0.01849,0.00624,0.14035,0.04761
Japanese,M,epr,epr_jpn,10,8,pol,polite,7.989,125.9,122.4,13.4,102.4,166.9,64.5,83.62,83.23,1.78,0.41,8.86,8.45,62.5,56.9,33.7,0.01986,0.00707,0.0125,0.0015,0.13618,0.18376,0.0487,-0.47,-18,-26.3,10.8,0.2062,0.01986,0.00707,0.13618,0.0487
Japanese,M,epr,epr_jpn,10,9,cas,casual,6.488,127.6,127.8,9.7,107.5,148,40.5,83.9,83.97,1.32,1.27,6.79,5.52,67.2,63,32.8,0.01728,0.00557,0.0099,0.0011,0.10956,0.10101,0.03984,1.65,-20.4,-24.4,12.5,0.1597,0.01728,0.00557,0.10956,0.03984
Japanese,M,epr,epr_jpn,10,9,pol,polite,7.022,131.4,132.3,12.8,105.1,186.3,81.2,84.37,84.57,1.65,0.87,10.77,9.91,66.6,61.8,30.5,0.01969,0.00649,0.01111,0.0015,0.10046,0.11856,0.03636,2.17,-19.3,-25.4,12.9,0.1707,0.01969,0.00649,0.10046,0.03636
Japanese,M,epr,epr_jpn,12,10,cas,casual,4.899,125.6,124,15.1,88.4,167,78.6,83.55,83.45,2.07,-2.14,8.88,11.02,70.8,63.7,43.2,0.0221,0.00651,0.01101,0.0022,0.14004,0.13967,0.05029,0.06,-18.3,-30.6,10.6,0.2194,0.0221,0.00651,0.14004,0.05029
Japanese,M,epr,epr_jpn,12,10,pol,polite,5.984,127.5,129.3,13.4,92.5,158.8,66.2,83.83,84.17,1.86,-1.34,7.99,9.34,70.3,63.3,43,0.02179,0.00636,0.00958,0.0022,0.13741,0.09412,0.04215,0.19,-19.3,-31.4,11,0.2159,0.02179,0.00636,0.13741,0.04215
Japanese,M,epr,epr_jpn,12,1,cas,casual,5.077,122.7,120.3,14.3,97.9,162.8,64.8,83.15,82.93,2,-0.36,8.43,8.79,71.4,66.2,42,0.0177,0.00742,0.00992,0.0027,0.13763,0.10502,0.04819,4.19,-14.7,-29.2,10.1,0.2311,0.0177,0.00742,0.13783,0.04835
Japanese,M,epr,epr_jpn,12,1,pol,polite,6.265,130.3,129.4,17.3,99.4,194.9,95.4,84.16,84.19,2.24,-0.07,11.55,11.62,69.7,64.2,41.6,0.02253,0.00858,0.01081,0.0023,0.13402,0.10717,0.04852,-1.72,-18.4,-28.5,10.3,0.23,0.02253,0.00858,0.1336,0.04823
Japanese,M,epr,epr_jpn,12,2,cas,casual,5.828,129.9,135.6,14,94.7,152.4,57.8,84.15,85,1.96,-0.95,7.29,8.24,71.3,63.7,44.8,0.01728,0.00613,0.00895,0.0027,0.13317,0.12236,0.04289,3.35,-18.7,-29.3,11.2,0.2095,0.01728,0.00613,0.13317,0.04289
Japanese,M,epr,epr_jpn,12,2,pol,polite,6.969,135.2,140.4,15.1,93.8,167.7,73.9,84.83,85.61,2.07,-1.1,8.95,10.05,70.8,63.5,44.3,0.02155,0.00778,0.01117,0.002,0.11946,0.11166,0.04097,4.62,-20.6,-25.8,11.3,0.2119,0.02155,0.00778,0.11973,0.04109
Japanese,M,epr,epr_jpn,12,3,cas,casual,5.577,123.5,121.2,14.1,96.5,181.1,84.6,83.28,83.05,1.93,-0.61,10.28,10.89,71.6,66.7,37.4,0.02487,0.00882,0.0145,0.0021,0.13963,0.19529,0.05256,-0.38,-19.3,-30.8,9.8,0.2792,0.02487,0.00882,0.13963,0.05256
Japanese,M,epr,epr_jpn,12,3,pol,polite,7.35,126.1,125.1,13.8,94,167.3,73.2,83.64,83.61,1.86,-1.06,8.88,9.95,70.1,63.5,41.1,0.01775,0.00596,0.00946,0.0029,0.14492,0.22151,0.04983,5.34,-22.2,-29.5,11,0.2126,0.01775,0.00596,0.14492,0.04983
Japanese,M,epr,epr_jpn,12,4,cas,casual,7.309,130.4,131,17,96.7,169.5,72.9,84.18,84.4,2.28,-0.58,9.13,9.71,71.7,65.8,42,0.01981,0.0066,0.01016,0.0025,0.15196,0.20301,0.04669,3.4,-19.1,-30.1,10.7,0.2158,0.01981,0.0066,0.15201,0.04658
Japanese,M,epr,epr_jpn,12,4,pol,polite,9.404,132.1,134.5,14.6,96.4,166.4,70,84.44,84.86,1.98,-0.64,8.81,9.45,70.8,63.8,44.3,0.02158,0.00739,0.01145,0.0023,0.13762,0.14623,0.04234,2.14,-21,-28.6,10.7,0.2611,0.02158,0.00739,0.13762,0.04234
Japanese,M,epr,epr_jpn,12,5,cas,casual,6.564,128.6,122.4,15.8,100.5,168.5,67.9,83.95,83.23,2.08,0.09,8.97,8.89,71.5,68,38.4,0.02061,0.00822,0.01255,0.0021,0.12431,0.15589,0.03868,-0.41,-16.6,-30,12,0.1985,0.02061,0.00822,0.12431,0.03868
Japanese,M,epr,epr_jpn,12,5,pol,polite,7.511,131.6,128.7,13.4,108.9,166.5,57.6,84.39,84.1,1.72,1.48,8.76,7.28,72.6,67.2,41.6,0.0178,0.00608,0.00977,0.0022,0.12243,0.14372,0.0429,2.34,-18.3,-30.7,11.4,0.228,0.0178,0.00608,0.12243,0.0429
Japanese,M,epr,epr_jpn,12,6,cas,casual,5.588,127.7,126.6,14.9,94.6,160.6,66,83.85,83.81,2.04,-0.96,8.2,9.16,72.1,65.5,43.7,0.02951,0.01027,0.01618,0.0031,0.15619,0.22274,0.05762,-2.6,-15.9,-32.2,8.9,0.3121,0.02951,0.01027,0.15619,0.05762
Japanese,M,epr,epr_jpn,12,6,pol,polite,7.129,130.5,130,13.5,104.6,166.4,61.8,84.25,84.27,1.76,0.78,8.81,8.03,71.6,66.3,42.3,0.02197,0.00775,0.00999,0.0021,0.11744,0.084,0.03755,1.52,-18,-30.3,10.9,0.2421,0.02197,0.00775,0.11736,0.03739
Japanese,M,epr,epr_jpn,12,7,cas,casual,6.036,125.2,121.7,13,106.8,178.7,71.9,83.53,83.12,1.66,1.15,10.05,8.9,71.3,66.7,41.2,0.02108,0.00716,0.01178,0.0019,0.13898,0.1678,0.05145,-1.31,-17.7,-29.3,10.1,0.2365,0.02108,0.00716,0.13898,0.05145
Japanese,M,epr,epr_jpn,12,7,pol,polite,6.989,128.4,130.4,11.2,87.7,152.2,64.5,83.98,84.32,1.62,-2.28,7.26,9.54,71.1,66.2,43.8,0.01777,0.00578,0.00933,0.0018,0.1592,0.21883,0.05159,0.87,-19.6,-28.9,11.1,0.2091,0.01777,0.00578,0.1592,0.05159
Japanese,M,epr,epr_jpn,12,8,cas,casual,7.992,131.7,130.5,16.9,101.4,174.6,73.2,84.36,84.34,2.2,0.25,9.64,9.39,69.8,63.1,41.2,0.02419,0.0085,0.01257,0.0021,0.13877,0.18671,0.04252,2,-18.4,-29.7,10.1,0.2691,0.02419,0.0085,0.13877,0.04252
Japanese,M,epr,epr_jpn,12,8,pol,polite,8.114,123.7,125.3,14.3,92.9,163.6,70.7,83.29,83.63,2.03,-1.27,8.52,9.79,68.8,63.6,39.3,0.02243,0.00816,0.01192,0.0025,0.1332,0.17882,0.04514,3.32,-21.1,-30.5,10,0.2653,0.02243,0.00816,0.1332,0.04514
Japanese,M,epr,epr_jpn,12,9,cas,casual,7.234,128.4,133.2,15.5,82,160.3,78.3,83.91,84.69,2.2,-3.43,8.16,11.58,69,62.1,41.5,0.02125,0.00666,0.01099,0.0019,0.1246,0.10957,0.04287,1.16,-20,-30.4,11.1,0.2199,0.02125,0.00666,0.1246,0.04287
Japanese,M,epr,epr_jpn,12,9,pol,polite,7.129,124.7,127.3,16.1,84.7,166.6,82,83.39,83.91,2.3,-2.88,8.84,11.72,69.7,62.8,39.4,0.0204,0.00753,0.01162,0.0022,0.12585,0.19959,0.04362,0.86,-20.4,-29.8,11.7,0.2035,0.0204,0.00753,0.12585,0.04362
Japanese,M,epr,epr_jpn,1,10,cas,casual,5.64,117.2,115.4,21.3,80.6,177.7,97.1,82.19,82.21,3.1,-3.68,9.95,13.63,65.4,61.5,36.7,0.01933,0.00566,0.00947,0.0017,0.10132,0.10379,0.02845,0.48,-14.8,-13.7,11.9,0.1582,0.01933,0.00566,0.10132,0.02845
Japanese,M,epr,epr_jpn,1,10,pol,polite,5.947,135.5,138.7,22.9,87.6,189.5,101.9,84.73,85.39,3.04,-2.29,11.07,13.36,65.8,60.7,34.4,0.02131,0.00638,0.01018,0.0017,0.11902,0.10423,0.0424,3.22,-16.5,-16.8,11.8,0.1715,0.02131,0.00638,0.11902,0.0424
Japanese,M,epr,epr_jpn,1,1,cas,casual,5.488,134.1,129.7,27.3,84.3,186,101.7,84.45,84.23,3.55,-2.94,10.73,13.67,68.4,63.9,35.9,0.01654,0.00479,0.00689,0.0016,0.09405,0.1096,0.03352,3,-13.2,-15.6,12.1,0.1707,0.01654,0.00479,0.09405,0.03352
Japanese,M,epr,epr_jpn,1,1,pol,polite,6.846,138.5,144.9,27.5,82.9,196.2,113.3,84.99,86.15,3.7,-3.25,11.67,14.92,68.6,64.8,40.1,0.01738,0.00397,0.00658,0.0016,0.10136,0.09378,0.02919,3.73,-15,-17,12.1,0.1605,0.01738,0.00397,0.10136,0.02919
Japanese,M,epr,epr_jpn,1,2,cas,casual,5.826,127.1,134.7,23.2,82.8,166.2,83.4,83.55,84.88,3.39,-3.26,8.79,12.05,65.4,61.6,37,0.01779,0.00667,0.01059,0.0018,0.10639,0.11907,0.03227,-1.25,-13.6,-12.8,11.5,0.1802,0.01779,0.00667,0.10639,0.03227
Japanese,M,epr,epr_jpn,1,2,pol,polite,6.338,136.4,142,23.6,85.5,193,107.6,84.82,85.79,3.22,-2.72,11.39,14.11,66.9,62.5,36.3,0.01687,0.00529,0.00855,0.002,0.10087,0.09989,0.0343,2.19,-18.2,-16.8,11.9,0.1714,0.01687,0.00529,0.10087,0.0343
Japanese,M,epr,epr_jpn,1,3,cas,casual,5.913,130.5,126.8,27.6,80.1,191.7,111.6,83.95,83.83,3.68,-3.84,11.27,15.11,67.9,63.7,33.7,0.02121,0.0074,0.01097,0.0019,0.12497,0.17055,0.03754,2.71,-14.9,-15.8,11.1,0.1875,0.02121,0.0074,0.12497,0.03754
Japanese,M,epr,epr_jpn,1,3,pol,polite,7.103,132.4,131.2,29.5,82.9,205.9,123,84.16,84.42,3.89,-3.25,12.5,15.75,68.1,63.2,36,0.0194,0.00577,0.00937,0.0021,0.10962,0.10422,0.03348,3.01,-15.6,-17.2,11.7,0.1622,0.0194,0.00577,0.10962,0.03348
Japanese,M,epr,epr_jpn,1,4,cas,casual,7.563,126.7,130,25,83.2,173.7,90.5,83.47,84.27,3.55,-3.19,9.56,12.75,68.1,63.3,35.8,0.01981,0.00675,0.01088,0.0018,0.09893,0.09719,0.02724,-0.79,-14.5,-15.9,11.1,0.1966,0.01981,0.00675,0.09893,0.02724
Japanese,M,epr,epr_jpn,1,4,pol,polite,9.333,142,143.6,31.5,80.9,210.2,129.3,85.34,85.99,4.06,-3.64,12.86,16.5,68.9,63.4,36.8,0.02261,0.00699,0.01185,0.002,0.10603,0.09029,0.02974,2.16,-16.8,-17.5,11.5,0.1994,0.02261,0.00699,0.10594,0.02917
Japanese,M,epr,epr_jpn,1,5,cas,casual,6.203,130.3,129.1,24.3,82.6,184.9,102.2,84.01,84.15,3.24,-3.3,10.64,13.94,68,65.2,35,0.0195,0.00647,0.01043,0.0015,0.1019,0.10633,0.03403,1.89,-14.4,-16.4,11.8,0.1651,0.0195,0.00647,0.1019,0.03403
Japanese,M,epr,epr_jpn,1,5,pol,polite,7.433,131.5,135.3,23.9,81.3,181.7,100.3,84.15,84.96,3.34,-3.57,10.33,13.91,67.7,63.8,36.6,0.01804,0.00565,0.00981,0.0015,0.10367,0.09759,0.03157,1.91,-13.9,-14,11.4,0.1762,0.01804,0.00565,0.10367,0.03157
Japanese,M,epr,epr_jpn,1,6,cas,casual,6.347,125.6,123.7,24.1,82.1,175.1,93,83.34,83.41,3.39,-3.4,9.7,13.1,67.9,63.3,39.2,0.02055,0.00653,0.01016,0.0016,0.11981,0.12385,0.03864,-0.03,-13.5,-15.3,11.4,0.1686,0.02055,0.00653,0.11981,0.03864
Japanese,M,epr,epr_jpn,1,6,pol,polite,7.554,133.7,138.2,26.4,81.2,179.6,98.4,84.4,85.33,3.57,-3.61,10.13,13.74,68.2,62.5,38.1,0.02006,0.0054,0.00838,0.0019,0.10478,0.1244,0.03492,1.7,-15.6,-17.5,11.5,0.1725,0.02006,0.0054,0.10478,0.03492
Japanese,M,epr,epr_jpn,1,7,cas,casual,6.209,126.5,127.3,19.6,80.6,168.7,88.1,83.58,83.91,2.78,-3.73,9.05,12.78,67.2,63.2,35.2,0.01935,0.00567,0.00998,0.0016,0.11494,0.10677,0.03411,-0.75,-14.6,-13.2,11.1,0.1763,0.01935,0.00567,0.11494,0.03411
Japanese,M,epr,epr_jpn,1,7,pol,polite,7.244,127.1,129.3,17.8,80.1,167.9,87.8,83.7,84.1,2.52,-3.85,8.97,12.82,67,63.5,35.7,0.02046,0.0057,0.00978,0.002,0.11765,0.12258,0.03317,2.43,-15.4,-16.9,11.3,0.1919,0.02046,0.0057,0.11765,0.03317
Japanese,M,epr,epr_jpn,1,8,cas,casual,7.14,127.2,127.1,25,80.3,183.7,103.4,83.56,83.87,3.46,-3.79,10.53,14.32,68.5,63.7,39.6,0.02213,0.00678,0.01085,0.0018,0.11556,0.11638,0.03392,1.95,-15.4,-18.1,11.4,0.1822,0.02213,0.00678,0.11556,0.03392
Japanese,M,epr,epr_jpn,1,8,pol,polite,7.881,135.8,138.1,24.2,86,190.8,104.9,84.74,85.31,3.19,-2.62,11.19,13.81,68,63.2,37.3,0.02043,0.00617,0.00968,0.0019,0.1127,0.14344,0.03382,2.94,-16.9,-18.9,11.3,0.18,0.02043,0.00617,0.1127,0.03382
Japanese,M,epr,epr_jpn,1,9,cas,casual,6.712,123.3,119.2,23.7,83,200.8,117.8,83.04,82.77,3.22,-3.22,12.07,15.29,66.4,60.2,38.2,0.02323,0.00813,0.0117,0.002,0.11234,0.12526,0.03382,0.03,-15.6,-18.3,11.4,0.1922,0.02323,0.00813,0.11234,0.03382
Japanese,M,epr,epr_jpn,1,9,pol,polite,7.624,122.8,120.5,25.1,75.7,197.7,122.1,82.93,82.96,3.43,-4.68,11.8,16.48,66.9,61.3,36.4,0.02229,0.00654,0.01165,0.0016,0.10558,0.10273,0.03236,2.14,-16,-16.2,10.9,0.1795,0.02229,0.00654,0.10558,0.03236
Japanese,M,epr,epr_jpn,4,10,cas,casual,4.267,137.9,141.6,19.3,97.9,179.8,81.9,85.11,85.75,2.5,-0.37,10.15,10.53,75.4,73.6,38.4,0.01415,0.00292,0.00525,0.0011,0.09802,0.10145,0.02648,-2.09,-14.6,-19.3,12.7,0.1121,0.01415,0.00292,0.09802,0.02648
Japanese,M,epr,epr_jpn,4,10,pol,polite,5.695,144.8,150.7,16.5,102.2,171.1,68.9,86.01,86.83,2.09,0.37,9.29,8.92,73.3,70.5,39.5,0.01704,0.00415,0.00762,0.001,0.09499,0.1178,0.02379,0.76,-15.9,-20.4,12.3,0.1514,0.01704,0.00415,0.09499,0.02379
Japanese,M,epr,epr_jpn,4,1,cas,casual,4.249,139.2,137.4,20.9,99.6,179.8,80.2,85.25,85.23,2.64,-0.07,10.15,10.23,75.1,73.1,39,0.01414,0.0034,0.00577,0.0012,0.09975,0.11608,0.0316,-0.95,-13.7,-18.4,12.4,0.112,0.01414,0.0034,0.09975,0.0316
Japanese,M,epr,epr_jpn,4,1,pol,polite,5.365,135.6,137.1,16.9,98.9,173.3,74.5,84.86,85.19,2.19,-0.18,9.52,9.7,73.3,71.9,28.9,0.01665,0.00428,0.00774,0.0011,0.10461,0.10872,0.03451,0.86,-14.3,-18.8,12,0.1473,0.01665,0.00428,0.10461,0.03451
Japanese,M,epr,epr_jpn,4,2,cas,casual,5.051,139.7,143.8,18.1,99,179.6,80.6,85.36,86.02,2.3,-0.17,10.14,10.31,74.5,72.7,41.4,0.01599,0.00357,0.00683,0.0012,0.12118,0.15709,0.03404,-1.88,-14.9,-21.1,12.1,0.1444,0.01599,0.00357,0.12118,0.03404
Japanese,M,epr,epr_jpn,4,2,pol,polite,6.295,138.2,139.5,12.4,81,173.6,92.6,85.26,85.48,1.61,-3.64,9.55,13.19,73.6,70.3,42.1,0.01692,0.0046,0.00848,0.0008,0.11621,0.15018,0.03634,-1.46,-16.1,-19.9,12.2,0.156,0.01692,0.0046,0.11621,0.03634
Japanese,M,epr,epr_jpn,4,3,cas,casual,4.669,130,124.7,20,88.5,175.4,87,84.06,83.55,2.64,-2.12,9.73,11.85,74.2,73.3,29.7,0.01417,0.00338,0.00622,0.0012,0.10762,0.10817,0.03169,-0.54,-14.2,-18.5,12,0.1381,0.01417,0.00338,0.10762,0.03169
Japanese,M,epr,epr_jpn,4,3,pol,polite,6.042,135,135,18.1,90.4,185.9,95.5,84.76,84.92,2.33,-1.74,10.73,12.47,73.5,71.9,36.3,0.01714,0.00392,0.00716,0.0011,0.1044,0.1245,0.03338,1.44,-15.8,-21.3,12.6,0.1369,0.01714,0.00392,0.1044,0.03338
Japanese,M,epr,epr_jpn,4,4,cas,casual,6.879,135,132.9,20.2,90.6,181.5,90.8,84.72,84.66,2.6,-1.71,10.31,12.02,72.6,68.7,41.4,0.01613,0.00411,0.00797,0.0017,0.09131,0.11062,0.02735,2.33,-15.6,-20.4,12.9,0.1355,0.01613,0.00411,0.09131,0.02735
Japanese,M,epr,epr_jpn,4,4,pol,polite,7.444,133.7,136.4,16.1,97.8,180.3,82.5,84.62,85.1,2.11,-0.37,10.21,10.58,72.6,70.3,35.7,0.0179,0.00498,0.00913,0.0013,0.1164,0.12613,0.03579,1.35,-15.4,-20.8,11.7,0.161,0.0179,0.00498,0.1164,0.03579
Japanese,M,epr,epr_jpn,4,5,cas,casual,5.171,137.7,135.3,17.6,95.3,169.6,74.2,85.12,84.95,2.27,-0.83,9.14,9.97,74.3,73.3,28.8,0.0138,0.0041,0.00745,0.0011,0.10189,0.10896,0.03277,0.17,-14.9,-18.7,12.9,0.1403,0.0138,0.0041,0.10189,0.03277
Japanese,M,epr,epr_jpn,4,5,pol,polite,5.927,139.6,139.3,14.9,103.8,169.8,66,85.41,85.47,1.88,0.65,9.16,8.51,74.5,73.7,31.2,0.01561,0.00443,0.00873,0.001,0.09963,0.11051,0.03061,0.58,-15.5,-19.1,12.5,0.1495,0.01561,0.00443,0.09963,0.03061
Japanese,M,epr,epr_jpn,4,6,cas,casual,4.72,133.1,129,23.6,93.9,186.1,92.2,84.42,84.14,3,-1.08,10.76,11.83,73.9,70.8,39,0.0196,0.00542,0.00864,0.0013,0.09748,0.10159,0.02898,1.15,-13.7,-19.9,10.8,0.1816,0.0196,0.00542,0.09748,0.02898
Japanese,M,epr,epr_jpn,4,6,pol,polite,6.263,136,138.4,17.5,96.2,178.9,82.8,84.9,85.35,2.26,-0.68,10.07,10.75,73.7,71,37.1,0.01892,0.00502,0.00863,0.001,0.09754,0.12812,0.02696,2.04,-14.4,-19.2,11.3,0.1782,0.01892,0.00502,0.09754,0.02696
Japanese,M,epr,epr_jpn,4,7,cas,casual,4.997,138.6,137.2,14.5,100.9,177.5,76.6,85.28,85.2,1.81,0.15,9.93,9.78,74.3,73,33.5,0.01805,0.00515,0.01012,0.0014,0.09622,0.09807,0.03049,-0.36,-15.3,-20.5,12,0.1704,0.01805,0.00515,0.09622,0.03049
Japanese,M,epr,epr_jpn,4,7,pol,polite,6.422,134.4,136.1,14.1,84.9,164.8,79.9,84.74,85.07,1.95,-2.84,8.64,11.48,73.1,70.5,40.3,0.01567,0.00394,0.00636,0.0017,0.11455,0.13734,0.03426,3.39,-15.2,-19.9,12.3,0.1396,0.01567,0.00394,0.11455,0.03426
Japanese,M,epr,epr_jpn,4,8,cas,casual,6.267,124.5,122,15.2,94.1,162.1,68.1,83.39,83.17,2.08,-1.04,8.37,9.4,73.6,72.2,35.7,0.01389,0.00365,0.00683,0.001,0.10404,0.11629,0.03273,-1.34,-15.2,-18.8,12.7,0.1154,0.01389,0.00365,0.10404,0.03273
Japanese,M,epr,epr_jpn,4,8,pol,polite,6.759,131.3,130.5,18.1,83.9,177.2,93.2,84.28,84.33,2.4,-2.88,9.9,12.78,73.8,71.4,31.8,0.01808,0.00501,0.00896,0.0011,0.11281,0.149,0.03468,0.08,-15.6,-19.7,11.2,0.1654,0.01808,0.00501,0.11281,0.03468
Japanese,M,epr,epr_jpn,4,9,cas,casual,5.834,134.9,136.3,19.9,96.6,188.5,92,84.72,85.09,2.57,-0.6,10.98,11.58,73.8,71.2,36.4,0.01837,0.00506,0.00881,0.0013,0.10014,0.13005,0.02845,1.6,-14.9,-20.2,11.8,0.1744,0.0174,0.00482,0.10025,0.02829
